Time_GMT	FluxDuration_sec	DMS_pptv_air	DMS_uM_m3_air	DMS_uM_m3_sw	DMSflux_uM_m2_d	DMSflux_error	kDMS_cm_hr	kDMS_error	U10N_m_s	Ustar_COARE_m_s	RWspd_m_s	Sc_DMS	RWdir_deg	Tair_C	SST_C	Sal_ppth	Lat	Lon	SOG_kts	Gyro_deg	Longwave_W_m2	Shortwave_W_m2	z_L
3/25/08 01:00:00	NaN	NaN	NaN	1.75	NaN	NaN	NaN	NaN	11.83	NaN	NaN	2027	-154.3	3.60	NaN	33.72	-51.244	-37.789	7.1	NaN	NaN	NaN	-0.06
3/25/08 02:00:00	3202	75	0.00330	1.73	2.995	0.766	7.20	1.93	12.35	0.487	12.82	2003	-25.1	4.04	5.24	33.73	-51.223	-37.738	5.2	243.9	312.2	2.3	-0.05
3/25/08 03:00:00	2564	97	0.00427	NaN	5.943	1.230	NaN	NaN	11.67	0.451	11.83	2051	-0.3	4.29	4.83	33.72	-51.256	-37.849	3.3	265.6	317.7	2.4	-0.03
3/25/08 04:00:00	2748	94	0.00414	NaN	7.627	1.383	NaN	NaN	13.02	0.526	13.80	2055	-14.9	4.37	4.79	33.72	-51.255	-37.872	1.2	288.2	314.7	2.5	-0.02
3/25/08 05:00:00	3448	84	0.00370	NaN	6.964	1.283	NaN	NaN	13.82	0.554	14.60	2051	17.9	4.56	4.82	33.72	-51.253	-37.890	2.5	260.3	317.2	2.5	-0.01
3/25/08 06:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.02	NaN	NaN	2050	-113.5	4.82	NaN	33.72	-51.269	-37.864	7.7	NaN	NaN	NaN	-0.01
3/25/08 07:00:00	3448	105	0.00462	2.13	7.000	1.490	13.68	3.08	14.58	0.598	15.09	2049	-3.9	4.96	4.84	33.72	-51.278	-37.717	4.0	260.9	326.8	2.6	-0.00
3/25/08 08:00:00	3448	112	0.00493	2.53	9.020	1.378	14.83	2.38	14.63	0.610	15.48	2054	19.3	5.22	4.79	33.72	-51.280	-37.771	2.4	281.9	330.2	3.5	0.00
3/25/08 09:00:00	NaN	NaN	NaN	2.47	NaN	NaN	NaN	NaN	14.82	NaN	NaN	2053	-3.4	5.80	NaN	33.72	-51.292	-37.750	6.7	NaN	NaN	NaN	0.01
3/25/08 10:00:00	2739	125	0.00550	2.73	9.368	1.364	14.28	2.18	14.97	0.642	15.92	2053	6.8	6.50	4.78	33.72	-51.305	-37.728	2.2	280.9	338.8	24.7	0.02
3/25/08 11:00:00	3448	140	0.00616	2.36	7.580	1.509	13.37	2.84	14.45	0.613	15.57	2056	-13.6	6.60	4.75	33.72	-51.308	-37.766	3.9	261.7	340.9	46.6	0.03
3/25/08 12:00:00	NaN	NaN	NaN	2.61	NaN	NaN	NaN	NaN	14.28	NaN	NaN	2057	-135.1	6.40	NaN	33.72	-51.317	-37.637	6.6	NaN	NaN	NaN	0.02
3/25/08 13:00:00	3448	175	0.00770	2.65	8.468	1.329	13.31	2.25	13.37	0.548	14.26	2051	-2.1	6.51	4.78	33.72	-51.302	-37.610	3.4	283.0	344.2	98.6	0.04
3/25/08 14:00:00	2344	171	0.00752	2.68	7.555	1.420	11.74	2.37	13.22	0.529	14.23	2054	-3.1	6.71	4.77	33.72	-51.299	-37.680	2.2	285.8	344.9	90.5	0.04
3/25/08 15:00:00	3448	161	0.00708	2.69	6.163	1.268	9.55	2.10	13.12	0.520	13.75	2054	1.8	6.40	4.77	33.72	-51.296	-37.689	0.8	283.7	344.8	79.6	0.04
3/25/08 16:00:00	3448	154	0.00678	2.45	NaN	NaN	NaN	NaN	12.23	0.448	13.33	2050	34.9	6.50	4.80	33.72	-51.295	-37.696	2.1	278.9	346.0	79.0	0.05
3/25/08 17:00:00	NaN	159	0.00700	NaN	NaN	NaN	NaN	NaN	10.45	NaN	NaN	2059	44.9	6.82	NaN	33.72	-51.327	-37.588	6.7	NaN	NaN	NaN	0.08
3/25/08 18:00:00	NaN	143	0.00629	NaN	7.552	1.552	NaN	NaN	13.62	NaN	14.41	2058	8.6	6.63	NaN	33.72	-51.340	-37.609	2.7	NaN	NaN	NaN	0.04
3/25/08 19:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.68	NaN	NaN	2081	-55.9	6.71	NaN	33.72	-51.354	-37.606	7.1	NaN	NaN	NaN	0.05
3/25/08 20:00:00	NaN	NaN	NaN	2.63	NaN	NaN	NaN	NaN	12.77	NaN	NaN	2066	13.6	6.58	NaN	33.72	-51.374	-37.554	4.1	NaN	NaN	NaN	0.05
3/25/08 21:00:00	NaN	NaN	NaN	2.68	NaN	NaN	NaN	NaN	12.27	NaN	NaN	2080	-44.1	6.35	NaN	33.72	-51.385	-37.550	6.6	NaN	NaN	NaN	0.05
3/25/08 22:00:00	NaN	NaN	NaN	2.80	NaN	NaN	NaN	NaN	11.23	NaN	NaN	2068	-55.8	6.36	NaN	33.72	-51.349	-37.514	4.5	NaN	NaN	NaN	0.06
3/25/08 23:00:00	NaN	NaN	NaN	2.77	NaN	NaN	NaN	NaN	10.62	NaN	NaN	2058	-3.5	6.22	NaN	33.72	-51.332	-37.535	3.1	NaN	NaN	NaN	0.06
3/26/08 00:00:00	NaN	NaN	NaN	2.43	NaN	NaN	NaN	NaN	9.48	NaN	NaN	2055	-31.1	6.10	NaN	33.72	-51.329	-37.603	5.2	NaN	NaN	NaN	0.08
3/26/08 01:00:00	NaN	NaN	NaN	2.63	NaN	NaN	NaN	NaN	8.97	NaN	NaN	2057	-34.3	5.96	NaN	33.71	-51.330	-37.545	4.2	NaN	NaN	NaN	0.07
3/26/08 02:00:00	3448	225	0.00990	2.47	NaN	NaN	NaN	NaN	8.00	0.279	8.44	2055	9.4	5.59	4.78	33.71	-51.327	-37.562	0.6	280.5	341.2	2.4	0.06
3/26/08 03:00:00	NaN	NaN	NaN	2.51	NaN	NaN	NaN	NaN	8.12	NaN	NaN	2057	127.6	5.34	NaN	33.71	-51.362	-37.512	5.4	NaN	NaN	NaN	0.04
3/26/08 04:00:00	2822	249	0.01095	2.64	1.579	1.707	2.49	3.00	7.62	0.261	8.69	2065	20.9	5.28	4.69	33.71	-51.406	-37.434	5.7	263.7	340.0	2.4	0.04
3/26/08 05:00:00	3453	231	0.01016	2.54	NaN	NaN	NaN	NaN	6.15	0.223	7.34	2057	-24.3	5.43	4.76	33.71	-51.338	-37.509	7.0	320.7	340.6	2.4	0.07
3/26/08 06:00:00	NaN	NaN	NaN	2.23	NaN	NaN	NaN	NaN	5.88	NaN	NaN	2054	73.0	5.41	NaN	33.72	-51.330	-37.528	9.0	NaN	NaN	NaN	0.10
3/26/08 07:00:00	1557	219	0.00963	2.74	NaN	NaN	NaN	NaN	4.95	0.165	5.63	2068	-15.2	5.49	4.63	33.72	-51.360	-37.446	3.9	318.1	341.9	2.4	0.18
3/26/08 08:00:00	3561	191	0.00840	2.49	NaN	NaN	NaN	NaN	4.92	0.167	5.79	2055	-8.2	5.82	4.78	33.71	-51.294	-37.532	6.0	322.8	343.8	2.7	0.24
3/26/08 09:00:00	NaN	NaN	NaN	1.85	NaN	NaN	NaN	NaN	4.00	NaN	NaN	2041	-16.8	6.00	NaN	33.71	-51.256	-37.562	8.5	NaN	NaN	NaN	0.36
3/26/08 10:00:00	3249	179	0.00788	2.11	NaN	NaN	NaN	NaN	3.68	0.123	4.59	2047	-13.5	6.16	4.83	33.70	-51.301	-37.475	7.5	290.7	345.7	23.4	0.58
3/26/08 11:00:00	NaN	NaN	NaN	1.57	NaN	NaN	NaN	NaN	4.82	NaN	NaN	2026	-22.1	6.57	NaN	33.70	-51.263	-37.480	8.4	NaN	NaN	NaN	0.36
3/26/08 12:00:00	3575	168	0.00739	1.48	NaN	NaN	NaN	NaN	6.12	0.189	7.56	2015	5.0	6.57	5.16	33.67	-51.265	-37.459	6.9	269.2	345.7	81.5	0.28
3/26/08 13:00:00	2773	NaN	NaN	2.28	NaN	NaN	NaN	NaN	3.95	0.140	NaN	2047	24.0	5.82	4.82	33.66	-51.300	-37.507	1.1	270.1	343.2	51.1	0.32
3/26/08 14:00:00	2971	NaN	NaN	2.22	NaN	NaN	NaN	NaN	2.80	0.102	NaN	2042	-16.7	5.80	4.85	33.65	-51.300	-37.503	0.6	282.9	341.9	75.1	0.52
3/26/08 15:00:00	2496	266	0.01170	2.21	NaN	NaN	NaN	NaN	2.93	0.105	NaN	2031	-74.3	5.45	4.88	33.64	-51.300	-37.503	0.6	282.9	342.2	204.8	0.17
3/26/08 16:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.07	NaN	NaN	2032	-73.1	5.04	NaN	33.62	-51.300	-37.503	1.0	NaN	NaN	NaN	-0.03
3/26/08 17:00:00	3343	196	0.00862	NaN	3.716	1.207	NaN	NaN	5.87	0.203	6.13	2069	1.0	4.61	4.65	33.67	-51.379	-37.503	8.8	184.1	329.3	194.0	-0.06
3/26/08 18:00:00	NaN	NaN	NaN	2.56	NaN	NaN	NaN	NaN	7.37	NaN	NaN	2076	-108.6	3.86	NaN	33.67	-51.402	-37.488	9.5	NaN	NaN	NaN	-0.12
3/26/08 19:00:00	NaN	135	0.00594	2.17	NaN	NaN	NaN	NaN	7.08	NaN	NaN	2044	-18.3	3.12	NaN	33.67	-51.303	-37.460	9.1	NaN	NaN	NaN	-0.35
3/26/08 20:00:00	NaN	126	0.00554	1.76	NaN	NaN	NaN	NaN	6.72	NaN	NaN	2035	-25.7	2.62	NaN	33.67	-51.259	-37.417	9.2	NaN	NaN	NaN	-0.45
3/26/08 21:00:00	3448	80	0.00352	2.20	2.032	1.882	3.85	3.71	5.68	0.154	4.71	2049	7.0	2.48	4.84	33.68	-51.359	-37.400	9.1	180.4	311.5	1.9	-0.98
3/26/08 22:00:00	NaN	93	0.00409	2.61	NaN	NaN	NaN	NaN	4.27	NaN	NaN	2094	-68.1	3.45	NaN	33.68	-51.479	-37.408	5.7	NaN	NaN	NaN	-0.54
3/26/08 23:00:00	NaN	99	0.00436	2.56	NaN	NaN	NaN	NaN	3.70	NaN	NaN	2069	-70.7	3.58	NaN	33.69	-51.444	-37.419	3.8	NaN	NaN	NaN	-0.82
3/27/08 00:00:00	NaN	90	0.00396	2.36	NaN	NaN	NaN	NaN	3.03	NaN	NaN	2052	-56.8	3.61	NaN	33.69	-51.367	-37.416	7.0	NaN	NaN	NaN	-1.41
3/27/08 01:00:00	3448	86	0.00378	2.02	NaN	NaN	NaN	NaN	2.75	0.087	NaN	2046	-15.8	3.61	4.86	33.68	-51.293	-37.424	1.8	252.4	318.8	2.0	-1.76
3/27/08 02:00:00	1582	89	0.00392	1.97	NaN	NaN	NaN	NaN	2.17	0.069	NaN	2044	-52.6	3.62	4.85	33.68	-51.287	-37.432	2.0	244.5	321.7	2.0	-2.90
3/27/08 03:00:00	3083	94	0.00414	1.98	0.336	0.879	0.71	1.94	2.07	0.061	1.76	2032	-17.9	3.67	5.00	33.70	-51.282	-37.446	6.3	206.7	320.8	2.0	-3.92
3/27/08 04:00:00	NaN	95	0.00418	2.15	NaN	NaN	NaN	NaN	2.10	NaN	NaN	2047	17.2	3.70	NaN	33.69	-51.320	-37.464	8.9	NaN	NaN	NaN	-3.36
3/27/08 05:00:00	2804	102	0.00449	1.68	0.927	0.796	2.30	2.11	3.40	0.093	3.15	2039	-5.2	4.01	4.92	33.69	-51.306	-37.379	9.3	161.4	320.9	2.0	-1.18
3/27/08 06:00:00	NaN	105	0.00462	2.11	NaN	NaN	NaN	NaN	2.90	NaN	NaN	2053	11.8	4.10	NaN	33.69	-51.331	-37.421	9.1	NaN	NaN	NaN	-1.13
3/27/08 07:00:00	3448	88	0.00387	1.74	2.501	1.553	6.00	3.94	4.63	0.151	4.93	2045	8.1	3.73	4.93	33.69	-51.312	-37.393	9.1	178.1	320.8	1.9	-0.55
3/27/08 08:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.32	NaN	NaN	2050	75.4	2.93	NaN	33.68	-51.335	-37.377	9.3	NaN	NaN	NaN	-0.70
3/27/08 09:00:00	3448	79	0.00348	NaN	1.835	0.755	NaN	NaN	5.00	0.153	4.58	2046	3.5	3.11	4.87	33.68	-51.318	-37.362	9.0	180.0	309.6	27.1	-0.77
3/27/08 10:00:00	NaN	80	0.00352	NaN	NaN	NaN	NaN	NaN	3.68	NaN	NaN	2048	-56.3	3.17	NaN	33.68	-51.345	-37.349	9.6	NaN	NaN	NaN	-0.91
3/27/08 11:00:00	3448	80	0.00352	NaN	NaN	NaN	NaN	NaN	5.15	0.174	NaN	2005	-14.2	3.48	5.22	33.70	-51.214	-37.336	6.6	138.0	303.7	201.7	-0.56
3/27/08 12:00:00	3448	92	0.00405	NaN	1.980	0.676	NaN	NaN	6.22	0.203	6.01	2034	5.8	3.73	4.94	33.69	-51.278	-37.326	6.5	185.6	300.2	237.8	-0.30
3/27/08 13:00:00	1756	93	0.00409	NaN	2.535	0.663	NaN	NaN	7.02	0.239	7.10	2044	-6.2	3.91	4.83	33.69	-51.318	-37.346	1.1	212.4	321.1	202.6	-0.17
3/27/08 14:00:00	3008	102	0.00449	NaN	2.806	0.688	NaN	NaN	7.97	0.283	8.24	2042	-4.7	3.95	4.86	33.68	-51.318	-37.347	0.5	212.8	308.0	349.7	-0.12
3/27/08 15:00:00	3448	99	0.00436	NaN	3.973	0.835	NaN	NaN	8.63	0.310	8.87	2040	-11.2	3.69	4.88	33.69	-51.318	-37.347	0.6	214.4	292.0	357.7	-0.12
3/27/08 16:00:00	3448	104	0.00458	NaN	3.456	0.787	NaN	NaN	9.12	0.327	9.18	2040	-11.1	3.13	4.87	33.69	-51.318	-37.348	0.7	214.5	319.4	237.1	-0.15
3/27/08 17:00:00	3448	101	0.00444	NaN	3.047	1.180	NaN	NaN	9.30	0.343	9.07	2046	-40.5	3.55	4.88	33.69	-51.340	-37.361	7.2	188.3	313.7	200.9	-0.10
3/27/08 18:00:00	3448	86	0.00378	NaN	4.471	1.019	NaN	NaN	9.83	0.346	10.08	2160	-36.7	3.85	4.97	33.70	-51.280	-37.358	8.8	171.6	318.6	91.0	-0.02
3/27/08 19:00:00	1704	92	0.00405	NaN	3.707	1.298	NaN	NaN	9.17	0.313	9.34	2114	-62.5	3.69	4.85	33.70	-51.363	-37.371	9.1	183.9	320.3	59.9	-0.07
3/27/08 20:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.38	NaN	NaN	NaN	-102.3	3.54	NaN	33.70	-51.257	-37.382	7.9	NaN	NaN	NaN	NaN
3/27/08 21:00:00	2025	87	0.00383	NaN	NaN	NaN	NaN	NaN	8.90	0.321	9.01	NaN	-16.0	3.18	5.49	33.72	-51.229	-37.392	0.5	212.7	309.4	1.6	NaN
3/27/08 22:00:00	1696	69	0.00304	NaN	NaN	NaN	NaN	NaN	9.25	0.314	9.03	NaN	31.6	2.75	5.13	33.70	-51.282	-37.384	8.1	184.0	310.2	1.9	NaN
3/27/08 23:00:00	3448	58	0.00255	NaN	3.918	0.896	NaN	NaN	10.20	0.336	10.71	2045	10.2	2.92	4.89	33.70	-51.334	-37.286	8.3	224.4	307.8	2.0	-0.16
3/28/08 00:00:00	NaN	52	0.00229	1.88	NaN	NaN	NaN	NaN	9.08	NaN	NaN	2045	5.5	2.90	NaN	33.70	-51.323	-37.338	4.5	NaN	NaN	NaN	-0.21
3/28/08 01:00:00	2592	47	0.00207	2.06	4.265	0.872	8.61	1.80	8.53	0.283	8.79	2047	22.4	2.80	4.82	33.70	-51.318	-37.314	1.0	220.0	310.0	2.0	-0.24
3/28/08 02:00:00	2430	43	0.00189	1.69	2.612	0.672	6.44	1.70	8.35	0.284	9.26	2041	65.8	2.77	4.94	33.70	-51.308	-37.269	6.7	176.5	309.3	2.0	-0.25
3/28/08 03:00:00	NaN	48	0.00211	NaN	NaN	NaN	NaN	NaN	8.48	NaN	NaN	2048	-52.5	2.63	NaN	33.70	-51.324	-37.276	8.8	NaN	NaN	NaN	-0.26
3/28/08 04:00:00	2892	46	0.00202	2.42	4.627	1.251	7.98	2.20	9.15	0.316	8.88	2058	-53.1	2.56	4.80	33.70	-51.351	-37.295	9.2	170.5	269.0	1.8	-0.20
3/28/08 05:00:00	2294	48	0.00211	1.95	2.461	0.677	5.25	1.48	7.97	0.251	7.04	2050	-13.6	2.57	4.86	33.70	-51.298	-37.311	9.2	186.1	241.2	1.7	-0.33
3/28/08 06:00:00	NaN	49	0.00216	2.05	NaN	NaN	NaN	NaN	6.75	NaN	NaN	2053	-54.5	2.52	NaN	33.70	-51.353	-37.326	9.4	NaN	NaN	NaN	-0.49
3/28/08 07:00:00	1650	54	0.00238	1.69	0.987	0.582	2.43	1.48	5.17	0.147	4.27	2035	-5.6	2.74	4.99	33.71	-51.302	-37.342	9.4	182.8	300.3	1.9	-1.08
3/28/08 08:00:00	NaN	54	0.00238	1.62	1.153	0.338	2.97	0.90	5.62	NaN	6.22	2023	-20.3	3.00	NaN	33.71	-51.274	-37.361	8.2	NaN	NaN	NaN	-0.71
3/28/08 09:00:00	NaN	56	0.00246	1.36	NaN	NaN	NaN	NaN	5.67	NaN	NaN	2034	35.3	2.55	NaN	33.71	-51.297	-37.367	8.3	NaN	NaN	NaN	-0.90
3/28/08 10:00:00	2947	65	0.00286	2.00	1.743	1.098	3.64	2.37	5.70	0.164	5.14	2049	-6.6	2.23	4.83	33.70	-51.356	-37.285	9.3	243.7	320.7	52.9	-0.96
3/28/08 11:00:00	2623	78	0.00343	1.75	1.093	0.424	2.60	1.06	4.15	0.122	4.35	2041	-23.1	3.28	4.85	33.70	-51.334	-37.297	9.5	126.2	325.0	116.3	-1.16
3/28/08 12:00:00	NaN	94	0.00414	1.77	1.440	1.283	3.39	3.19	7.40	NaN	6.73	2042	-29.3	4.63	NaN	33.70	-51.319	-37.316	6.1	NaN	NaN	NaN	-0.05
3/28/08 13:00:00	2186	104	0.00458	1.94	3.330	0.757	7.14	1.72	8.65	0.311	9.07	2043	-22.3	4.90	4.82	33.70	-51.320	-37.300	0.4	280.6	326.2	263.5	-0.02
3/28/08 14:00:00	3448	110	0.00484	1.95	2.741	0.600	5.84	1.36	9.47	0.349	10.10	2041	-19.1	4.98	4.84	33.70	-51.320	-37.300	0.5	280.7	304.0	374.5	-0.01
3/28/08 15:00:00	3448	122	0.00537	NaN	2.948	0.782	NaN	NaN	8.35	0.301	9.99	2030	-0.0	5.23	4.85	33.70	-51.321	-37.283	3.7	243.9	262.7	566.7	-0.00
3/28/08 16:00:00	NaN	143	0.00629	1.86	NaN	NaN	NaN	NaN	10.95	NaN	NaN	2043	62.3	4.86	NaN	33.71	-51.402	-37.217	9.1	NaN	NaN	NaN	-0.01
3/28/08 17:00:00	NaN	156	0.00686	2.31	NaN	NaN	NaN	NaN	10.78	NaN	NaN	2047	10.0	4.69	NaN	33.71	-51.538	-37.208	9.3	NaN	NaN	NaN	-0.02
3/28/08 18:00:00	NaN	156	0.00686	2.13	NaN	NaN	NaN	NaN	9.90	NaN	NaN	2037	-74.3	4.64	NaN	33.71	-51.455	-37.188	9.4	NaN	NaN	NaN	-0.03
3/28/08 19:00:00	NaN	144	0.00634	1.61	NaN	NaN	NaN	NaN	9.60	NaN	NaN	2031	-25.4	4.79	NaN	33.71	-51.333	-37.195	9.3	NaN	NaN	NaN	-0.03
3/28/08 20:00:00	NaN	131	0.00576	1.79	3.007	0.945	7.01	2.38	9.43	NaN	10.09	2046	29.9	4.80	NaN	33.71	-51.346	-37.158	5.8	NaN	NaN	NaN	-0.02
3/28/08 21:00:00	3090	134	0.00590	1.93	3.254	0.974	7.03	2.27	8.45	0.283	8.43	2048	-47.1	4.90	4.82	33.71	-51.356	-37.272	9.0	238.6	279.6	2.2	-0.01
3/28/08 22:00:00	2376	124	0.00546	1.70	2.760	1.075	6.76	2.85	7.40	0.258	8.00	2044	-16.4	5.05	4.87	33.71	-51.323	-37.237	9.2	243.8	290.9	2.2	-0.01
3/28/08 23:00:00	NaN	116	0.00510	1.69	NaN	NaN	NaN	NaN	7.48	NaN	NaN	2039	-102.2	5.01	NaN	33.71	-51.302	-37.262	8.6	NaN	NaN	NaN	-0.02
3/29/08 00:00:00	3014	112	0.00493	1.64	1.837	0.673	4.68	1.85	6.62	0.224	7.96	2042	-50.6	5.16	4.90	33.70	-51.293	-37.292	5.6	245.3	307.8	2.2	0.00
3/29/08 01:00:00	2075	117	0.00515	1.87	2.430	0.539	5.41	1.29	7.38	0.255	7.75	2044	-13.6	4.87	4.84	33.70	-51.295	-37.276	0.4	275.8	303.9	2.1	-0.03
3/29/08 02:00:00	1465	114	0.00502	NaN	1.816	0.470	NaN	NaN	6.88	0.230	7.06	2043	-30.6	4.75	4.85	33.70	-51.295	-37.276	0.5	275.6	317.7	2.2	-0.06
3/29/08 03:00:00	NaN	119	0.00524	1.55	NaN	NaN	NaN	NaN	6.27	NaN	NaN	2039	38.2	4.84	NaN	33.71	-51.296	-37.265	0.8	NaN	NaN	NaN	-0.06
3/29/08 04:00:00	3448	122	0.00537	1.20	2.779	0.729	9.62	2.82	7.17	0.254	7.90	2040	38.6	4.67	4.88	33.71	-51.311	-37.179	9.0	223.3	324.1	2.3	-0.06
3/29/08 05:00:00	NaN	101	0.00444	1.47	NaN	NaN	NaN	NaN	7.95	NaN	NaN	2042	-37.6	4.40	NaN	33.71	-51.318	-37.243	9.2	NaN	NaN	NaN	-0.09
3/29/08 06:00:00	NaN	91	0.00400	1.57	NaN	NaN	NaN	NaN	8.92	NaN	NaN	2044	60.4	4.22	NaN	33.70	-51.342	-37.260	9.4	NaN	NaN	NaN	-0.08
3/29/08 07:00:00	NaN	94	0.00414	1.90	NaN	NaN	NaN	NaN	10.10	NaN	NaN	2057	-35.9	3.55	NaN	33.70	-51.423	-37.246	9.5	NaN	NaN	NaN	-0.08
3/29/08 08:00:00	NaN	88	0.00387	1.60	NaN	NaN	NaN	NaN	9.87	NaN	NaN	2030	-90.3	3.26	NaN	33.71	-51.277	-37.240	9.9	NaN	NaN	NaN	-0.12
3/29/08 09:00:00	3448	128	0.00563	1.14	2.195	0.665	7.99	2.74	11.17	0.412	11.45	1996	-21.3	2.94	5.31	33.71	-51.174	-37.247	6.0	196.4	317.5	30.6	-0.11
3/29/08 10:00:00	3448	136	0.00598	1.40	3.477	0.677	10.36	2.25	10.65	0.382	10.87	2038	18.5	2.64	4.96	33.71	-51.278	-37.250	8.3	182.7	307.2	84.5	-0.13
3/29/08 11:00:00	NaN	NaN	NaN	1.62	NaN	NaN	NaN	NaN	10.33	NaN	NaN	2040	-13.3	3.45	NaN	33.71	-51.323	-37.271	8.5	NaN	NaN	NaN	-0.09
3/29/08 12:00:00	2627	89	0.00392	1.52	4.487	1.336	12.33	3.92	11.28	0.410	12.44	2040	0.2	3.28	4.86	33.70	-51.292	-37.230	2.8	231.8	320.3	130.0	-0.09
3/29/08 13:00:00	3448	99	0.00436	1.80	3.202	0.946	7.41	2.32	10.92	0.405	10.64	2040	25.1	3.28	4.82	33.70	-51.294	-37.253	1.0	192.9	301.6	273.1	-0.09
3/29/08 14:00:00	NaN	84	0.00370	1.69	NaN	NaN	NaN	NaN	12.70	NaN	NaN	2035	11.4	3.45	NaN	33.71	-51.279	-37.248	1.5	NaN	NaN	NaN	-0.06
3/29/08 15:00:00	NaN	63	0.00277	1.47	NaN	NaN	NaN	NaN	13.45	NaN	NaN	2043	-17.0	3.27	NaN	33.71	-51.289	-37.257	1.9	NaN	NaN	NaN	-0.05
3/29/08 16:00:00	2342	59	0.00260	1.68	5.736	1.336	14.20	3.43	13.68	0.552	14.44	2048	-14.1	3.15	4.83	33.71	-51.302	-37.270	1.6	186.9	313.0	136.7	-0.05
3/29/08 17:00:00	2057	50	0.00220	1.62	5.653	1.361	14.57	3.63	14.25	0.581	15.00	2055	-16.9	3.04	4.82	33.71	-51.303	-37.281	1.2	186.4	313.2	92.0	-0.04
3/29/08 18:00:00	3448	51	0.00224	1.60	4.947	0.898	12.87	2.42	13.12	0.514	13.47	2053	-12.7	2.97	4.81	33.71	-51.306	-37.285	1.0	182.2	299.4	83.7	-0.06
3/29/08 19:00:00	3448	53	0.00233	1.57	5.770	0.955	15.30	2.63	12.53	0.492	13.16	2063	-25.9	2.55	4.81	33.71	-51.325	-37.307	2.8	200.5	296.4	40.0	-0.07
3/29/08 20:00:00	3448	54	0.00238	NaN	4.452	1.287	NaN	NaN	12.65	0.494	12.84	2058	45.5	2.15	4.86	33.71	-51.375	-37.327	5.9	164.4	299.7	7.5	-0.09
3/29/08 21:00:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.57	NaN	NaN	2052	-32.3	2.61	NaN	33.71	-51.301	-37.304	7.2	NaN	NaN	NaN	-0.09
3/29/08 22:00:00	3448	41	0.00180	1.40	5.161	0.877	15.35	2.69	13.02	0.507	13.11	2083	12.8	2.17	4.80	33.71	-51.311	-37.295	4.4	184.7	275.7	1.9	-0.08
3/29/08 23:00:00	NaN	NaN	NaN	1.59	NaN	NaN	NaN	NaN	10.82	NaN	NaN	2058	-101.9	2.01	NaN	33.71	-51.327	-37.284	6.8	NaN	NaN	NaN	-0.14
3/30/08 00:00:00	2360	44	0.00194	1.35	3.990	1.124	12.29	3.59	10.52	0.389	10.51	2051	-12.7	1.38	4.81	33.71	-51.278	-37.290	0.9	202.6	292.8	2.3	-0.19
3/30/08 01:00:00	3448	52	0.00229	1.53	5.369	0.929	14.61	2.62	11.73	0.456	12.24	2066	-14.3	1.19	4.80	33.71	-51.290	-37.290	2.5	179.8	297.1	2.0	-0.14
3/30/08 02:00:00	3448	52	0.00229	1.44	3.601	0.833	10.43	2.51	10.22	0.360	9.82	2055	-19.7	0.74	4.76	33.71	-51.312	-37.297	0.9	188.7	301.1	2.3	-0.26
3/30/08 03:00:00	3448	66	0.00290	1.43	2.543	0.781	7.40	2.39	9.60	0.335	10.01	2057	-28.9	0.69	4.75	33.71	-51.313	-37.302	1.1	194.1	287.2	2.2	-0.31
3/30/08 04:00:00	3448	69	0.00304	NaN	2.540	0.823	NaN	NaN	9.32	0.343	9.26	2054	-85.8	1.68	4.76	33.71	-51.309	-37.324	2.9	209.6	271.4	2.1	-0.23
3/30/08 05:00:00	3448	74	0.00326	1.24	2.652	0.869	8.91	3.12	11.08	0.410	11.33	2056	-20.6	1.72	4.84	33.71	-51.281	-37.341	5.4	191.5	269.1	1.8	-0.16
3/30/08 06:00:00	NaN	NaN	NaN	1.26	NaN	NaN	NaN	NaN	10.57	NaN	NaN	2054	-124.8	1.68	NaN	33.71	-51.299	-37.356	6.6	NaN	NaN	NaN	-0.15
3/30/08 07:00:00	2018	74	0.00326	1.15	1.960	0.969	7.08	3.76	11.68	0.442	11.02	2055	17.2	1.55	4.84	33.71	-51.249	-37.330	5.3	183.7	280.1	2.0	-0.14
3/30/08 08:00:00	NaN	68	0.00299	1.33	3.986	0.694	12.51	2.31	11.13	NaN	10.62	2079	20.5	1.65	NaN	33.71	-51.321	-37.320	4.7	NaN	NaN	NaN	-0.18
3/30/08 09:00:00	NaN	NaN	NaN	1.32	NaN	NaN	NaN	NaN	9.93	NaN	NaN	2051	-138.3	1.90	NaN	33.71	-51.304	-37.306	7.2	NaN	NaN	NaN	-0.18
3/30/08 10:00:00	NaN	56	0.00246	1.08	NaN	NaN	NaN	NaN	10.73	NaN	NaN	2035	-90.4	1.82	NaN	33.72	-51.195	-37.311	5.4	NaN	NaN	NaN	-0.16
3/30/08 11:00:00	2382	53	0.00233	1.05	2.429	0.498	9.60	2.08	10.63	0.383	10.63	2047	32.2	1.66	4.91	33.72	-51.218	-37.325	4.0	184.3	299.6	66.7	-0.18
